,bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,bill_length_mm_scaled,bill_depth_mm_scaled,flipper_length_mm_scaled,body_mass_g_scaled,species
175,50.6,19.4,193.0,3800.0,0.6727272727272726,0.75,0.3559322033898309,0.3055555555555556,Chinstrap
25,35.3,18.9,187.0,3800.0,0.11636363636363622,0.6904761904761902,0.25423728813559343,0.3055555555555556,Adelie
83,35.1,19.4,193.0,4200.0,0.10909090909090913,0.75,0.3559322033898309,0.41666666666666674,Adelie
98,33.1,16.1,178.0,2900.0,0.036363636363636376,0.35714285714285743,0.10169491525423746,0.05555555555555558,Adelie
154,51.3,19.2,193.0,3650.0,0.698181818181818,0.7261904761904763,0.3559322033898309,0.26388888888888884,Chinstrap
191,53.5,19.9,205.0,4500.0,0.7781818181818181,0.8095238095238093,0.5593220338983054,0.5,Chinstrap
243,46.3,15.8,215.0,5050.0,0.5163636363636361,0.3214285714285716,0.7288135593220342,0.6527777777777777,Gentoo
150,36.0,17.1,187.0,3700.0,0.14181818181818184,0.4761904761904763,0.25423728813559343,0.2777777777777777,Adelie
242,46.5,14.5,213.0,4400.0,0.5236363636363637,0.16666666666666674,0.6949152542372885,0.4722222222222223,Gentoo
21,37.7,18.7,180.0,3600.0,0.20363636363636362,0.6666666666666665,0.13559322033898313,0.25,Adelie
45,39.6,18.8,190.0,4600.0,0.2727272727272727,0.6785714285714288,0.30508474576271194,0.5277777777777777,Adelie
155,45.4,18.7,188.0,3525.0,0.48363636363636364,0.6666666666666665,0.27118644067796627,0.22916666666666663,Chinstrap
101,41.0,20.0,203.0,4725.0,0.3236363636363635,0.8214285714285716,0.5254237288135597,0.5625,Adelie
65,41.6,18.0,192.0,3950.0,0.34545454545454546,0.5833333333333335,0.33898305084745806,0.3472222222222223,Adelie
294,46.4,15.0,216.0,4700.0,0.5199999999999998,0.22619047619047628,0.745762711864407,0.5555555555555556,Gentoo
157,45.2,17.8,198.0,3950.0,0.4763636363636363,0.5595238095238098,0.4406779661016951,0.3472222222222223,Chinstrap
172,42.4,17.3,181.0,3600.0,0.3745454545454545,0.5,0.15254237288135597,0.25,Chinstrap
341,50.4,15.7,222.0,5750.0,0.6654545454545453,0.30952380952380953,0.8474576271186445,0.8472222222222223,Gentoo
63,41.1,18.2,192.0,4050.0,0.3272727272727274,0.6071428571428572,0.33898305084745806,0.375,Adelie
183,54.2,20.8,201.0,4300.0,0.8036363636363637,0.916666666666667,0.4915254237288136,0.4444444444444444,Chinstrap
182,40.9,16.6,187.0,3200.0,0.31999999999999984,0.41666666666666696,0.25423728813559343,0.13888888888888884,Chinstrap
58,36.5,16.6,181.0,2850.0,0.15999999999999992,0.41666666666666696,0.15254237288135597,0.04166666666666663,Adelie
82,36.7,18.8,187.0,3800.0,0.16727272727272724,0.6785714285714288,0.25423728813559343,0.3055555555555556,Adelie
39,39.8,19.1,184.0,4650.0,0.2799999999999998,0.7142857142857144,0.20338983050847492,0.5416666666666667,Adelie
97,40.3,18.5,196.0,4350.0,0.2981818181818181,0.6428571428571428,0.4067796610169494,0.45833333333333326,Adelie
247,47.8,15.0,215.0,5650.0,0.5709090909090908,0.22619047619047628,0.7288135593220342,0.8194444444444444,Gentoo
112,39.7,17.7,193.0,3200.0,0.27636363636363637,0.5476190476190474,0.3559322033898309,0.13888888888888884,Adelie
117,37.3,20.5,199.0,3775.0,0.18909090909090898,0.8809523809523809,0.4576271186440679,0.29861111111111116,Adelie
317,46.9,14.6,222.0,4875.0,0.5381818181818181,0.1785714285714286,0.8474576271186445,0.6041666666666667,Gentoo
226,45.4,14.6,211.0,4800.0,0.48363636363636364,0.1785714285714286,0.6610169491525424,0.5833333333333333,Gentoo
120,36.2,17.2,187.0,3150.0,0.14909090909090916,0.48809523809523814,0.25423728813559343,0.125,Adelie
56,39.0,17.5,186.0,3550.0,0.25090909090909097,0.5238095238095237,0.2372881355932206,0.23611111111111116,Adelie
334,46.2,14.1,217.0,4375.0,0.5127272727272727,0.11904761904761907,0.7627118644067798,0.4652777777777777,Gentoo
131,43.1,19.2,197.0,3500.0,0.3999999999999999,0.7261904761904763,0.42372881355932224,0.2222222222222222,Adelie
220,46.1,13.2,211.0,4500.0,0.509090909090909,0.011904761904761862,0.6610169491525424,0.5,Gentoo
88,38.3,19.2,189.0,3950.0,0.22545454545454535,0.7261904761904763,0.2881355932203391,0.3472222222222223,Adelie
77,37.2,19.4,184.0,3900.0,0.18545454545454554,0.75,0.20338983050847492,0.33333333333333326,Adelie
283,54.3,15.7,231.0,5650.0,0.8072727272727271,0.30952380952380953,1.0,0.8194444444444444,Gentoo
236,42.0,13.5,210.0,4150.0,0.3599999999999999,0.04761904761904767,0.6440677966101696,0.4027777777777777,Gentoo
265,43.6,13.9,217.0,4900.0,0.4181818181818182,0.09523809523809534,0.7627118644067798,0.6111111111111112,Gentoo
29,40.5,18.9,180.0,3950.0,0.3054545454545454,0.6904761904761902,0.13559322033898313,0.3472222222222223,Adelie
298,45.2,13.8,215.0,4750.0,0.4763636363636363,0.08333333333333348,0.7288135593220342,0.5694444444444444,Gentoo
211,45.6,19.4,194.0,3525.0,0.49090909090909096,0.75,0.37288135593220373,0.22916666666666663,Chinstrap
303,50.0,15.9,224.0,5350.0,0.6509090909090909,0.3333333333333335,0.8813559322033901,0.7361111111111112,Gentoo
254,49.1,14.8,220.0,5150.0,0.6181818181818182,0.20238095238095255,0.8135593220338984,0.6805555555555556,Gentoo
32,39.5,17.8,188.0,3300.0,0.26909090909090905,0.5595238095238098,0.27118644067796627,0.16666666666666663,Adelie
55,41.4,18.6,191.0,3700.0,0.33818181818181814,0.6547619047619051,0.3220338983050848,0.2777777777777777,Adelie
301,52.5,15.6,221.0,5450.0,0.7418181818181817,0.29761904761904767,0.8305084745762712,0.7638888888888888,Gentoo
124,35.2,15.9,186.0,3050.0,0.11272727272727279,0.3333333333333335,0.2372881355932206,0.09722222222222221,Adelie
36,38.8,20.0,190.0,3950.0,0.24363636363636343,0.8214285714285716,0.30508474576271194,0.3472222222222223,Adelie
122,40.2,17.0,176.0,3450.0,0.29454545454545467,0.4642857142857144,0.06779661016949179,0.20833333333333337,Adelie
340,46.8,14.3,215.0,4850.0,0.5345454545454544,0.14285714285714302,0.7288135593220342,0.5972222222222223,Gentoo
141,40.6,17.2,187.0,3475.0,0.3090909090909091,0.48809523809523814,0.25423728813559343,0.2152777777777778,Adelie
195,45.5,17.0,196.0,3500.0,0.4872727272727273,0.4642857142857144,0.4067796610169494,0.2222222222222222,Chinstrap
22,35.9,19.2,189.0,3800.0,0.13818181818181818,0.7261904761904763,0.2881355932203391,0.3055555555555556,Adelie
210,50.2,18.8,202.0,3800.0,0.6581818181818182,0.6785714285714288,0.5084745762711869,0.3055555555555556,Chinstrap
133,37.5,18.5,199.0,4475.0,0.1963636363636363,0.6428571428571428,0.4576271186440679,0.4930555555555556,Adelie
90,35.7,18.0,202.0,3550.0,0.13090909090909109,0.5833333333333335,0.5084745762711869,0.23611111111111116,Adelie
227,46.7,15.3,219.0,5200.0,0.530909090909091,0.2619047619047621,0.7966101694915255,0.6944444444444444,Gentoo
12,41.1,17.6,182.0,3200.0,0.3272727272727274,0.535714285714286,0.1694915254237288,0.13888888888888884,Adelie
272,45.1,14.4,210.0,4400.0,0.47272727272727266,0.15476190476190488,0.6440677966101696,0.4722222222222223,Gentoo
314,44.5,14.7,214.0,4850.0,0.4509090909090909,0.19047619047619047,0.7118644067796613,0.5972222222222223,Gentoo
74,35.5,17.5,190.0,3700.0,0.12363636363636354,0.5238095238095237,0.30508474576271194,0.2777777777777777,Adelie
33,40.9,18.9,184.0,3900.0,0.31999999999999984,0.6904761904761902,0.20338983050847492,0.33333333333333326,Adelie
333,51.5,16.3,230.0,5500.0,0.7054545454545453,0.38095238095238115,0.9830508474576272,0.7777777777777777,Gentoo
148,36.0,17.8,195.0,3450.0,0.14181818181818184,0.5595238095238098,0.38983050847457656,0.20833333333333337,Adelie
222,48.7,14.1,210.0,4450.0,0.6036363636363637,0.11904761904761907,0.6440677966101696,0.48611111111111116,Gentoo
38,37.6,19.3,181.0,3300.0,0.19999999999999996,0.7380952380952381,0.15254237288135597,0.16666666666666663,Adelie
5,39.3,20.6,190.0,3650.0,0.2618181818181817,0.8928571428571432,0.30508474576271194,0.26388888888888884,Adelie
19,46.0,21.5,194.0,4200.0,0.5054545454545454,1.0,0.37288135593220373,0.41666666666666674,Adelie
142,32.1,15.5,188.0,3050.0,0.0,0.2857142857142858,0.27118644067796627,0.09722222222222221,Adelie
190,46.9,16.6,192.0,2700.0,0.5381818181818181,0.41666666666666696,0.33898305084745806,0.0,Chinstrap
46,41.1,19.0,182.0,3425.0,0.3272727272727274,0.7023809523809526,0.1694915254237288,0.20138888888888884,Adelie
110,38.1,16.5,198.0,3825.0,0.21818181818181825,0.4047619047619049,0.4406779661016951,0.3125,Adelie
99,43.2,18.5,192.0,4100.0,0.4036363636363638,0.6428571428571428,0.33898305084745806,0.38888888888888884,Adelie
297,51.1,16.3,220.0,6000.0,0.6909090909090909,0.38095238095238115,0.8135593220338984,0.9166666666666667,Gentoo
293,46.5,14.8,217.0,5200.0,0.5236363636363637,0.20238095238095255,0.7627118644067798,0.6944444444444444,Gentoo
87,36.9,18.6,189.0,3500.0,0.17454545454545456,0.6547619047619051,0.2881355932203391,0.2222222222222222,Adelie
316,49.4,15.8,216.0,4925.0,0.6290909090909089,0.3214285714285716,0.745762711864407,0.6180555555555556,Gentoo
198,50.1,17.9,190.0,3400.0,0.6545454545454545,0.5714285714285712,0.30508474576271194,0.19444444444444442,Chinstrap
53,42.0,19.5,200.0,4050.0,0.3599999999999999,0.7619047619047619,0.47457627118644075,0.375,Adelie
256,42.6,13.7,213.0,4950.0,0.38181818181818183,0.0714285714285714,0.6949152542372885,0.625,Gentoo
18,34.4,18.4,184.0,3325.0,0.08363636363636351,0.6309523809523809,0.20338983050847492,0.17361111111111116,Adelie
95,40.8,18.9,208.0,4300.0,0.3163636363636362,0.6904761904761902,0.6101694915254239,0.4444444444444444,Adelie
27,40.5,17.9,187.0,3200.0,0.3054545454545454,0.5714285714285712,0.25423728813559343,0.13888888888888884,Adelie
114,39.6,20.7,191.0,3900.0,0.2727272727272727,0.9047619047619047,0.3220338983050848,0.33333333333333326,Adelie
208,45.2,16.6,191.0,3250.0,0.4763636363636363,0.41666666666666696,0.3220338983050848,0.1527777777777778,Chinstrap
250,47.3,15.3,222.0,5250.0,0.5527272727272725,0.2619047619047621,0.8474576271186445,0.7083333333333333,Gentoo
115,42.7,18.3,196.0,4075.0,0.3854545454545455,0.6190476190476191,0.4067796610169494,0.3819444444444444,Adelie
4,36.7,19.3,193.0,3450.0,0.16727272727272724,0.7380952380952381,0.3559322033898309,0.20833333333333337,Adelie
237,49.2,15.2,221.0,6300.0,0.6218181818181818,0.25,0.8305084745762712,1.0,Gentoo
322,47.2,15.5,215.0,4975.0,0.5490909090909091,0.2857142857142858,0.7288135593220342,0.6319444444444444,Gentoo
135,41.1,17.5,190.0,3900.0,0.3272727272727274,0.5238095238095237,0.30508474576271194,0.33333333333333326,Adelie
158,46.1,18.2,178.0,3250.0,0.509090909090909,0.6071428571428572,0.10169491525423746,0.1527777777777778,Chinstrap
174,43.2,16.6,187.0,2900.0,0.4036363636363638,0.41666666666666696,0.25423728813559343,0.05555555555555558,Chinstrap
197,50.8,18.5,201.0,4450.0,0.6799999999999999,0.6428571428571428,0.4915254237288136,0.48611111111111116,Chinstrap
73,45.8,18.9,197.0,4150.0,0.49818181818181806,0.6904761904761902,0.42372881355932224,0.4027777777777777,Adelie
136,35.6,17.5,191.0,3175.0,0.1272727272727272,0.5238095238095237,0.3220338983050848,0.13194444444444442,Adelie
214,45.7,17.0,195.0,3650.0,0.4945454545454546,0.4642857142857144,0.38983050847457656,0.26388888888888884,Chinstrap
292,48.2,15.6,221.0,5100.0,0.5854545454545454,0.29761904761904767,0.8305084745762712,0.6666666666666667,Gentoo
71,39.7,18.4,190.0,3900.0,0.27636363636363637,0.6309523809523809,0.30508474576271194,0.33333333333333326,Adelie
327,53.4,15.8,219.0,5500.0,0.7745454545454544,0.3214285714285716,0.7966101694915255,0.7777777777777777,Gentoo
199,49.0,19.6,212.0,4300.0,0.6145454545454545,0.7738095238095242,0.6779661016949157,0.4444444444444444,Chinstrap
271,48.5,14.1,220.0,5300.0,0.5963636363636362,0.11904761904761907,0.8135593220338984,0.7222222222222223,Gentoo
184,42.5,16.7,187.0,3350.0,0.3781818181818182,0.4285714285714286,0.25423728813559343,0.18055555555555558,Chinstrap
239,48.7,15.1,222.0,5350.0,0.6036363636363637,0.23809523809523814,0.8474576271186445,0.7361111111111112,Gentoo
302,47.4,14.6,212.0,4725.0,0.5563636363636362,0.1785714285714286,0.6779661016949157,0.5625,Gentoo
207,52.2,18.8,197.0,3450.0,0.730909090909091,0.6785714285714288,0.42372881355932224,0.20833333333333337,Chinstrap
59,37.6,19.1,194.0,3750.0,0.19999999999999996,0.7142857142857144,0.37288135593220373,0.29166666666666674,Adelie
7,39.2,19.6,195.0,4675.0,0.2581818181818183,0.7738095238095242,0.38983050847457656,0.5486111111111112,Adelie
62,37.6,17.0,185.0,3600.0,0.19999999999999996,0.4642857142857144,0.22033898305084776,0.25,Adelie
85,41.3,20.3,194.0,3550.0,0.3345454545454545,0.8571428571428572,0.37288135593220373,0.23611111111111116,Adelie
245,46.1,15.1,215.0,5100.0,0.509090909090909,0.23809523809523814,0.7288135593220342,0.6666666666666667,Gentoo
273,50.1,15.0,225.0,5000.0,0.6545454545454545,0.22619047619047628,0.898305084745763,0.6388888888888888,Gentoo
60,35.7,16.9,185.0,3150.0,0.13090909090909109,0.4523809523809521,0.22033898305084776,0.125,Adelie
42,36.0,18.5,186.0,3100.0,0.14181818181818184,0.6428571428571428,0.2372881355932206,0.11111111111111116,Adelie
320,48.5,15.0,219.0,4850.0,0.5963636363636362,0.22619047619047628,0.7966101694915255,0.5972222222222223,Gentoo
20,37.8,18.3,174.0,3400.0,0.20727272727272705,0.6190476190476191,0.033898305084746116,0.19444444444444442,Adelie
217,49.6,18.2,193.0,3775.0,0.6363636363636365,0.6071428571428572,0.3559322033898309,0.29861111111111116,Chinstrap
304,44.9,13.8,212.0,4750.0,0.46545454545454534,0.08333333333333348,0.6779661016949157,0.5694444444444444,Gentoo
93,39.6,18.1,186.0,4450.0,0.2727272727272727,0.5952380952380953,0.2372881355932206,0.48611111111111116,Adelie
144,37.3,16.8,192.0,3000.0,0.18909090909090898,0.4404761904761907,0.33898305084745806,0.08333333333333337,Adelie
342,45.2,14.8,212.0,5200.0,0.4763636363636363,0.20238095238095255,0.6779661016949157,0.6944444444444444,Gentoo
80,34.6,17.2,189.0,3200.0,0.09090909090909083,0.48809523809523814,0.2881355932203391,0.13888888888888884,Adelie
94,36.2,17.3,187.0,3300.0,0.14909090909090916,0.5,0.25423728813559343,0.16666666666666663,Adelie
209,49.3,19.9,203.0,4050.0,0.6254545454545453,0.8095238095238093,0.5254237288135597,0.375,Chinstrap
188,47.6,18.3,195.0,3850.0,0.5636363636363637,0.6190476190476191,0.38983050847457656,0.3194444444444444,Chinstrap
51,40.1,18.9,188.0,4300.0,0.290909090909091,0.6904761904761902,0.27118644067796627,0.4444444444444444,Adelie
147,36.6,18.4,184.0,3475.0,0.16363636363636358,0.6309523809523809,0.20338983050847492,0.2152777777777778,Adelie
178,50.5,18.4,200.0,3400.0,0.669090909090909,0.6309523809523809,0.47457627118644075,0.19444444444444442,Chinstrap
30,39.5,16.7,178.0,3250.0,0.26909090909090905,0.4285714285714286,0.10169491525423746,0.1527777777777778,Adelie
244,42.9,13.1,215.0,5000.0,0.3927272727272726,0.0,0.7288135593220342,0.6388888888888888,Gentoo
219,50.2,18.7,198.0,3775.0,0.6581818181818182,0.6666666666666665,0.4406779661016951,0.29861111111111116,Chinstrap
100,35.0,17.9,192.0,3725.0,0.10545454545454547,0.5714285714285712,0.33898305084745806,0.2847222222222223,Adelie
225,46.5,13.5,210.0,4550.0,0.5236363636363637,0.04761904761904767,0.6440677966101696,0.5138888888888888,Gentoo
31,37.2,18.1,178.0,3900.0,0.18545454545454554,0.5952380952380953,0.10169491525423746,0.33333333333333326,Adelie
218,50.8,19.0,210.0,4100.0,0.6799999999999999,0.7023809523809526,0.6440677966101696,0.38888888888888884,Chinstrap
151,41.5,18.5,201.0,4000.0,0.3418181818181818,0.6428571428571428,0.4915254237288136,0.36111111111111116,Adelie
338,47.2,13.7,214.0,4925.0,0.5490909090909091,0.0714285714285714,0.7118644067796613,0.6180555555555556,Gentoo
129,44.1,18.0,210.0,4000.0,0.4363636363636363,0.5833333333333335,0.6440677966101696,0.36111111111111116,Adelie
296,47.5,14.2,209.0,4600.0,0.56,0.13095238095238093,0.6271186440677967,0.5277777777777777,Gentoo
311,52.2,17.1,228.0,5400.0,0.730909090909091,0.4761904761904763,0.9491525423728815,0.75,Gentoo
321,55.9,17.0,228.0,5600.0,0.8654545454545455,0.4642857142857144,0.9491525423728815,0.8055555555555556,Gentoo
6,38.9,17.8,181.0,3625.0,0.2472727272727271,0.5595238095238098,0.15254237288135597,0.2569444444444444,Adelie
24,38.8,17.2,180.0,3800.0,0.24363636363636343,0.48809523809523814,0.13559322033898313,0.3055555555555556,Adelie
229,46.8,15.4,215.0,5150.0,0.5345454545454544,0.27380952380952395,0.7288135593220342,0.6805555555555556,Gentoo
0,39.1,18.7,181.0,3750.0,0.25454545454545463,0.6666666666666665,0.15254237288135597,0.29166666666666674,Adelie
69,41.8,19.4,198.0,4450.0,0.35272727272727256,0.75,0.4406779661016951,0.48611111111111116,Adelie
228,43.3,13.4,209.0,4400.0,0.40727272727272723,0.03571428571428581,0.6271186440677967,0.4722222222222223,Gentoo
54,34.5,18.1,187.0,2900.0,0.08727272727272717,0.5952380952380953,0.25423728813559343,0.05555555555555558,Adelie
57,40.6,18.8,193.0,3800.0,0.3090909090909091,0.6785714285714288,0.3559322033898309,0.3055555555555556,Adelie
299,45.2,16.4,223.0,5950.0,0.4763636363636363,0.3928571428571428,0.8644067796610173,0.9027777777777777,Gentoo
192,49.0,19.5,210.0,3950.0,0.6145454545454545,0.7619047619047619,0.6440677966101696,0.3472222222222223,Chinstrap
103,37.8,20.0,190.0,4250.0,0.20727272727272705,0.8214285714285716,0.30508474576271194,0.4305555555555556,Adelie
35,39.2,21.1,196.0,4150.0,0.2581818181818183,0.9523809523809526,0.4067796610169494,0.4027777777777777,Adelie
61,41.3,21.1,195.0,4400.0,0.3345454545454545,0.9523809523809526,0.38983050847457656,0.4722222222222223,Adelie
238,46.2,14.5,209.0,4800.0,0.5127272727272727,0.16666666666666674,0.6271186440677967,0.5833333333333333,Gentoo
49,42.3,21.2,191.0,4150.0,0.37090909090909085,0.9642857142857144,0.3220338983050848,0.4027777777777777,Adelie
121,37.7,19.8,198.0,3500.0,0.20363636363636362,0.7976190476190479,0.4406779661016951,0.2222222222222222,Adelie
128,39.0,17.1,191.0,3050.0,0.25090909090909097,0.4761904761904763,0.3220338983050848,0.09722222222222221,Adelie
41,40.8,18.4,195.0,3900.0,0.3163636363636362,0.6309523809523809,0.38983050847457656,0.33333333333333326,Adelie
23,38.2,18.1,185.0,3950.0,0.22181818181818191,0.5952380952380953,0.22033898305084776,0.3472222222222223,Adelie
140,40.2,17.1,193.0,3400.0,0.29454545454545467,0.4761904761904763,0.3559322033898309,0.19444444444444442,Adelie
253,59.6,17.0,230.0,6050.0,0.9999999999999998,0.4642857142857144,0.9830508474576272,0.9305555555555556,Gentoo
185,51.0,18.8,203.0,4100.0,0.6872727272727273,0.6785714285714288,0.5254237288135597,0.38888888888888884,Chinstrap
264,50.5,15.9,222.0,5550.0,0.669090909090909,0.3333333333333335,0.8474576271186445,0.7916666666666667,Gentoo
194,50.9,19.1,196.0,3550.0,0.6836363636363636,0.7142857142857144,0.4067796610169494,0.23611111111111116,Chinstrap
17,42.5,20.7,197.0,4500.0,0.3781818181818182,0.9047619047619047,0.42372881355932224,0.5,Adelie
288,43.5,14.2,220.0,4700.0,0.41454545454545455,0.13095238095238093,0.8135593220338984,0.5555555555555556,Gentoo
15,36.6,17.8,185.0,3700.0,0.16363636363636358,0.5595238095238098,0.22033898305084776,0.2777777777777777,Adelie
305,50.8,17.3,228.0,5600.0,0.6799999999999999,0.5,0.9491525423728815,0.8055555555555556,Gentoo
204,45.7,17.3,193.0,3600.0,0.4945454545454546,0.5,0.3559322033898309,0.25,Chinstrap
168,50.3,20.0,197.0,3300.0,0.6618181818181816,0.8214285714285716,0.42372881355932224,0.16666666666666663,Chinstrap
201,49.8,17.3,198.0,3675.0,0.6436363636363636,0.5,0.4406779661016951,0.27083333333333326,Chinstrap
231,49.0,16.1,216.0,5550.0,0.6145454545454545,0.35714285714285743,0.745762711864407,0.7916666666666667,Gentoo
43,44.1,19.7,196.0,4400.0,0.4363636363636363,0.7857142857142856,0.4067796610169494,0.4722222222222223,Adelie
167,50.5,19.6,201.0,4050.0,0.669090909090909,0.7738095238095242,0.4915254237288136,0.375,Chinstrap
52,35.0,17.9,190.0,3450.0,0.10545454545454547,0.5714285714285712,0.30508474576271194,0.20833333333333337,Adelie
40,36.5,18.0,182.0,3150.0,0.15999999999999992,0.5833333333333335,0.1694915254237288,0.125,Adelie
2,40.3,18.0,195.0,3250.0,0.2981818181818181,0.5833333333333335,0.38983050847457656,0.1527777777777778,Adelie
96,38.1,18.6,190.0,3700.0,0.21818181818181825,0.6547619047619051,0.30508474576271194,0.2777777777777777,Adelie
258,44.0,13.6,208.0,4350.0,0.4327272727272726,0.059523809523809534,0.6101694915254239,0.45833333333333326,Gentoo
312,45.5,14.5,212.0,4750.0,0.4872727272727273,0.16666666666666674,0.6779661016949157,0.5694444444444444,Gentoo
306,43.4,14.4,218.0,4600.0,0.4109090909090909,0.15476190476190488,0.7796610169491527,0.5277777777777777,Gentoo
259,48.7,15.7,208.0,5350.0,0.6036363636363637,0.30952380952380953,0.6101694915254239,0.7361111111111112,Gentoo
282,45.7,13.9,214.0,4400.0,0.4945454545454546,0.09523809523809534,0.7118644067796613,0.4722222222222223,Gentoo
105,39.7,18.9,184.0,3550.0,0.27636363636363637,0.6904761904761902,0.20338983050847492,0.23611111111111116,Adelie
108,38.1,17.0,181.0,3175.0,0.21818181818181825,0.4642857142857144,0.15254237288135597,0.13194444444444442,Adelie
189,52.0,20.7,210.0,4800.0,0.7236363636363636,0.9047619047619047,0.6440677966101696,0.5833333333333333,Chinstrap
310,47.5,15.0,218.0,4950.0,0.56,0.22619047619047628,0.7796610169491527,0.625,Gentoo
